name,platform,year_of_release,genre,publisher,na_sales_cleaned,eu_sales_cleaned,jp_sales_cleaned,other_sales_cleaned,global_sales_cleaned,critic_score,critic_count,user_score,user_count,developer,rating
Bomberman Generation,GC,2002,Adventure,Vivendi Games,150000,40000,60000,10000,250000,81,19,8.5,15,Hudson,E
Sega Rally Revo,PSP,2007,Racing,Sega,30000,150000,0,70000,250000,74,14,7.2,9,Bugbear,E
TOCA Race Driver 2: Ultimate Racing Simulator,PSP,2005,Racing,Codemasters,0,250000,0,0,250000,,,,,,
Surfing H3O,PS2,2000,Sports,Take-Two Interactive,120000,100000,0,30000,250000,46,15,4.6,8,Opus,E
Romance of the Three Kingdoms II,SNES,1991,Strategy,Tecmo Koei,0,0,250000,0,250000,,,,,,
Ice Age 2: The Meltdown,GBA,2006,Platform,Vivendi Games,180000,70000,0,0,250000,,,tbd,,Amaze Entertainment,E
The Suite Life of Zack & Cody: Tipton Trouble,DS,2006,Action,Disney Interactive Studios,230000,0,0,20000,250000,,,,,,
Final Fantasy Type-0,XOne,2015,Role-Playing,Square Enix,160000,70000,0,20000,250000,,,,,,
NASCAR 09,X360,2008,Racing,Electronic Arts,230000,0,0,20000,250000,69,32,7.8,15,EA Games,E
World Series of Poker,XB,2005,Misc,Activision,190000,50000,0,10000,250000,52,14,tbd,,Activision Value,E10+
NASCAR 09,PS3,2008,Racing,Electronic Arts,220000,10000,0,20000,250000,65,22,7.5,10,EA Games,E
Game of Thrones,X360,2012,Role-Playing,Focus Home Interactive,150000,80000,0,20000,250000,52,35,5.2,126,"Cyanide, Cyanide Studios",M
Galactic Attack,SAT,1994,Shooter,Acclaim Entertainment,0,0,250000,0,250000,,,,,,
Power Pro Kun Pocket 2,GB,2000,Sports,Konami Digital Entertainment,0,0,250000,0,250000,,,,,,
Happy Feet,GC,2006,Action,Midway Games,200000,50000,0,10000,250000,,,8.6,8,Artificial Mind and Movement,E
Zoo Resort 3D,3DS,2011,Simulation,Ubisoft,110000,90000,30000,20000,250000,,,tbd,,AQ Interactive,E
Smart Girl's Playhouse,DS,2007,Misc,505 Games,240000,0,0,20000,250000,,,tbd,,Starfish SD,E
Walt Disney's The Jungle Book: Rhythm N'Groove,PS2,2003,Misc,Disney Interactive Studios,120000,100000,0,30000,250000,56,6,tbd,,Ubisoft Shanghai,E
Triple Play 2002,XB,2002,Sports,Electronic Arts,190000,50000,0,10000,250000,64,17,tbd,,Pandemic Studios,E
Evil Zone,PS,1998,Fighting,Titus,140000,100000,0,20000,250000,,,,,,
Spy Kids Challenger,GBA,2002,Platform,Disney Interactive Studios,180000,70000,0,0,250000,,,,,,
K-ON! Houkago Live!!,PSP,2010,Misc,Sega,0,0,250000,0,250000,,,,,,
Monsters vs. Aliens,Wii,2009,Action,Activision,140000,90000,0,20000,250000,69,12,tbd,,Beenox,E10+
A. IV Evolution: A Ressha de Ikou 4,PS,1994,Strategy,ArtDink,0,0,240000,20000,250000,,,,,,
Exhibition,XB,2001,Misc,Microsoft Game Studios,190000,50000,0,10000,250000,,,,,,
Scrabble,PS,1999,Misc,Ubisoft,140000,100000,0,20000,250000,,,,,,
Silent Hunter 5: Battle of the Atlantic,PC,2010,Simulation,Ubisoft,0,210000,0,50000,250000,62,26,3.5,104,Ubisoft Romania,T
Amped 2,XB,2003,Sports,Microsoft Game Studios,200000,40000,0,10000,250000,80,34,7.7,20,Indie Built,E
Blaster Master: Blasting Again,PS,2000,Shooter,Sunsoft,140000,100000,0,20000,250000,,,,,,
Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009,Role-Playing,Square Enix,130000,60000,50000,20000,250000,64,29,5.6,11,Square Enix,E10+
Cartoon Network Collection: Game Boy Advance Video Volume 1,GBA,2004,Misc,Unknown,180000,70000,0,0,250000,,,,,,
NHL 08,PS3,2007,Action,Electronic Arts,160000,60000,0,30000,250000,86,23,6.9,23,EA Canada,E10+
How to Train Your Dragon 2,3DS,2014,Adventure,Little Orbit,40000,190000,0,20000,250000,,,tbd,,Torus Games,E10+
Just Dance 2015,PS3,2014,Misc,Ubisoft,130000,80000,0,40000,250000,,,6.8,4,Ubisoft,E10+
The Legend of Legacy,3DS,2015,Role-Playing,FuRyu,120000,10000,100000,20000,250000,67,31,7.1,54,FuRyu,E10+
Juiced 2: Hot Import Nights,PS3,2007,Racing,THQ,180000,40000,10000,30000,250000,71,10,6.4,5,Juice Games,T
WipEout XL,PS,1996,Racing,Psygnosis,140000,100000,0,20000,250000,93,8,8.7,20,Psygnosis,
LEGO Star Wars III: The Clone Wars,PC,2011,Action,LucasArts,100000,130000,0,30000,250000,76,14,7.5,44,Traveller's Tales,E10+
The Powerpuff Girls: Chemical X-Traction,PS,2001,Action,BAM! Entertainment,140000,100000,0,20000,250000,30,6,6.3,4,VIS Entertainment,E
Dynasty Warriors 6 (JP sales),PS2,2008,Action,Tecmo Koei,0,0,250000,0,250000,,,,,,
Dead or Alive Xtreme 2,X360,2006,Sports,Tecmo Koei,150000,20000,60000,20000,250000,53,46,6.7,42,Team Ninja,M
Ben 10 Triple Pack,DS,2011,Misc,D3Publisher,120000,110000,0,20000,250000,,,tbd,,D3Publisher,E10+
PlayStation VR Worlds,PS4,2016,Misc,Sony Computer Entertainment,60000,140000,20000,40000,250000,59,48,7.1,73,Sony Interactive Entertainment,M
Hunted: The Demon's Forge,PS3,2011,Action,Bethesda Softworks,120000,80000,20000,30000,250000,57,34,6.2,70,InXile Entertainment,M
Men of Valor,XB,2004,Shooter,Vivendi Games,190000,50000,0,10000,250000,73,47,8,8,2015,M
Bomberman Tournament,GBA,2001,Puzzle,Activision,100000,40000,100000,10000,250000,88,16,,,AI,E
Project Runway,Wii,2010,Simulation,Atari,230000,0,0,20000,250000,,,tbd,,Tornado Studios,E
Scrabble,DS,2009,Misc,Ubisoft,200000,20000,0,30000,250000,,,tbd,,Stainless Games,E
Medal of Honor European Assault,GC,2005,Shooter,Electronic Arts,190000,50000,0,10000,250000,71,22,7.9,14,EA LA,T
Billy Hatcher and the Giant Egg,GC,2003,Platform,Sega,190000,50000,0,10000,250000,71,37,8.7,31,Sonic Team,E
NHL 08,X360,2007,Action,Electronic Arts,220000,10000,0,20000,250000,85,44,8.2,44,EA Canada,E10+
Midway's Greatest Arcade Hits,GBA,2001,Misc,Midway Games,180000,70000,0,0,250000,48,9,tbd,,Midway,E
Disney Sing It: Pop Hits,PS3,2009,Misc,Disney Interactive Studios,170000,50000,0,30000,250000,,,tbd,,Zoe Mode,E
WipEout Fusion,PS2,2002,Racing,Sony Computer Entertainment,120000,100000,0,30000,250000,83,21,8.5,43,Studio Liverpool,E
Final Fantasy II,WS,2001,Role-Playing,SquareSoft,0,0,250000,0,250000,,,,,,
Prison Break: The Conspiracy,PS3,2010,Action,Deep Silver,50000,150000,0,50000,250000,42,33,3.8,20,ZootFly,T
Marie no Atelier: Salburg no Renkinjutsushi,PS,1997,Role-Playing,Gust,0,0,230000,20000,250000,,,,,,
NHL 06,XB,2005,Sports,Electronic Arts,190000,50000,0,10000,250000,79,35,8.4,18,EA Canada,E10+
Golden Nugget Casino,GBA,2004,Misc,Majesco Entertainment,180000,70000,0,0,250000,,,tbd,,Majesco Games,E
Imagine: Ballet Star,DS,2008,Simulation,Ubisoft,230000,0,0,20000,250000,,,7,4,Ubisoft,E
Anno 2205,PC,2015,Strategy,Ubisoft,20000,220000,0,20000,250000,72,45,5.9,278,Blue Byte,E10+
Minute to Win It,Wii,2010,Misc,Zoo Games,230000,0,0,20000,250000,,,3,4,Smack Down Productions,E
Atari Anthology,XB,2004,Misc,Atari,190000,50000,0,10000,250000,68,15,tbd,,Digital Eclipse,E
Ultimate Fighting Championship,PS,2000,Fighting,Ubisoft,140000,90000,0,20000,250000,53,6,7.4,16,Opus,T
Animal Paradise,DS,2007,Simulation,Empire Interactive,90000,140000,0,20000,250000,49,7,tbd,,Empire Interactive,E
XIII,XB,2003,Shooter,Ubisoft,160000,80000,0,10000,250000,74,38,8.3,15,Southend Interactive,M
Up,PS3,2009,Action,THQ,150000,60000,0,30000,250000,65,5,6.5,4,Heavy Iron Studios,E10+
Samurai Shodown II,NG,1994,Fighting,SNK,0,0,250000,0,250000,,,,,,
My Virtual Tutor: Reading Adventure Kindergarten to First,DS,2009,Misc,Mentor Interactive,230000,0,0,20000,250000,,,,,,
SpongeBob's Truth or Square (US sales),X360,2009,Action,THQ,250000,0,0,0,250000,,,,,,
Michael Jackson: The Experience,DS,2010,Misc,Ubisoft,210000,20000,0,20000,250000,64,5,6.6,5,Ubisoft,E10+
MotoGP '07,X360,2007,Racing,THQ,230000,0,0,20000,250000,78,20,7.3,11,"Climax Group, Climax Studios",E
Cars,X360,2006,Racing,THQ,220000,10000,0,20000,250000,65,16,6.1,8,Rainbow Studios,E
Fox Sports College Hoops '99,N64,1998,Sports,Fox Interactive,200000,50000,0,0,250000,,,,,,
Wheel of Fortune,N64,1997,Misc,Take-Two Interactive,200000,50000,0,0,250000,,,,,,
MRC: Multi-Racing Championship,N64,1997,Racing,Ocean,200000,50000,0,0,250000,,,,,,
F1 Pole Position 64,N64,1997,Racing,Ubisoft,110000,130000,0,10000,250000,,,,,,
Gex 64: Enter the Gecko,N64,1998,Action,GT Interactive,200000,50000,0,0,250000,,,,,,
Wayne Gretzky's 3D Hockey '98,N64,1997,Sports,Midway Games,230000,20000,0,0,250000,,,,,,
NBA Courtside 2 featuring Kobe Bryant,N64,1999,Sports,Nintendo,200000,50000,0,0,250000,,,,,,
Hybrid Heaven,N64,1999,Role-Playing,Konami Digital Entertainment,160000,40000,50000,0,250000,,,,,,
NBA Showtime: NBA on NBC,N64,1999,Sports,Midway Games,230000,20000,0,0,250000,,,,,,
Hatsune Miku: Project Diva F 2nd,PS3,2014,Misc,Sega,90000,30000,100000,30000,250000,78,15,8.6,49,Sega,T
Beyblade: Metal Fusion,DS,2009,Role-Playing,Hudson Soft,70000,30000,140000,10000,250000,36,4,tbd,,Hudson Soft,E
Karaoke Joysound Wii,Wii,2008,Misc,Hudson Soft,0,0,250000,0,250000,,,tbd,,Hudson,E10+
Madagascar: Escape 2 Africa,X360,2008,Action,Activision,120000,100000,0,30000,250000,62,23,tbd,,Toys for Bob,E10+
Need for Speed Rivals,PC,2013,Racing,Electronic Arts,40000,190000,0,20000,250000,76,16,3.3,546,Ghost Games,E10+
The Mummy: Tomb of the Dragon Emperor,PS2,2008,Action,Vivendi Games,120000,100000,0,30000,250000,38,7,6.8,6,Eurocom Entertainment Software,T
Def Jam Vendetta,GC,2003,Fighting,Electronic Arts,190000,50000,0,10000,250000,81,22,8.5,8,Aki Corp.,T
Scooby-Doo! Unmasked,PS2,2005,Platform,THQ,120000,100000,0,30000,250000,,,,,,
Penny Racers,PS,1996,Racing,Sony Computer Entertainment,0,0,230000,20000,250000,,,,,,
The Sims 2,XB,2005,Simulation,Electronic Arts,190000,50000,0,10000,250000,75,31,7.1,8,Maxis,T
Spider-Man: Web of Shadows,Wii,2008,Action,Activision,220000,10000,0,20000,250000,63,20,6.9,13,"Treyarch, Shaba Games",T
Caesars Palace II,PS,1998,Misc,Interplay,140000,90000,0,20000,250000,,,,,,
The Bureau: XCOM Declassified,PS3,2013,Shooter,Take-Two Interactive,80000,130000,0,40000,250000,69,22,6.7,79,2K Marin,M
World Series Baseball 2K3,PS2,2003,Sports,Sega,120000,100000,0,30000,250000,87,21,8.7,19,Blue Shift,E
Tony Hawk's Proving Ground,Wii,2007,Sports,Activision,220000,10000,0,20000,250000,57,8,6.2,19,Page 44 Studios,T
Pro Yakyuu Team o Tsukurou!,SAT,1998,Sports,Sega,0,0,250000,0,250000,,,,,,
Indiana Jones and the Staff of Kings,PSP,2009,Action,Activision,110000,90000,0,50000,250000,63,10,7.8,17,Amaze,T
The Outfit,X360,2006,Action,THQ,210000,20000,0,20000,250000,70,52,7.5,48,Relic,M
Sentimental Graffiti,SAT,1998,Adventure,NEC Interchannel,0,0,250000,0,250000,,,,,,
Avatar: The Last Airbender - The Burning Earth,Wii,2007,Action,THQ,230000,0,0,20000,250000,,,,,,
Don King Presents: Prizefighter,X360,2008,Sports,Take-Two Interactive,140000,80000,0,20000,250000,56,45,6.4,29,Venom Games,T
Shin Megami Tensei x Fire Emblem,WiiU,2015,Role-Playing,Nintendo,120000,50000,60000,20000,250000,,,,,,
The Backyardigans,DS,2009,Adventure,Take-Two Interactive,230000,0,0,20000,250000,,,tbd,,Take-Two Interactive,E
Yakuza Zero: The Place of Oath,PS3,2015,Action,Sega,0,0,250000,0,250000,,,,,,
Devil Kings,PS2,2005,Action,Capcom,30000,30000,180000,10000,250000,64,27,7.4,12,Capcom,T
NBA Jam Tournament Edition,PS,1995,Sports,Acclaim Entertainment,140000,90000,0,20000,250000,,,,,,
Medabots AX: Metabee,GBA,2002,Role-Playing,Natsume,180000,70000,0,0,250000,,,,,,
Tennis no Oji-Sama: Genius Boys Academy,GBA,2002,Sports,Konami Digital Entertainment,0,0,240000,10000,250000,,,,,,
Kung Fu Panda 2,X360,2011,Action,THQ,160000,60000,0,20000,250000,,,,,,
Bolt,X360,2008,Adventure,Disney Interactive Studios,180000,50000,0,20000,250000,57,18,7.1,7,Avalanche Software,E10+
Shadow Man,PS,1998,Action,Acclaim Entertainment,140000,90000,0,20000,250000,,,,,,
Spider-Man: Edge of Time,X360,2011,Action,Activision,180000,50000,0,20000,250000,57,50,6.8,33,Beenox,T
Freshly-Picked: Tingle's Rosy Rupeeland,DS,2006,Role-Playing,Nintendo,0,10000,240000,0,250000,,,,,,
Netsu Chu! Pro Yakyuu 2002,PS2,2002,Sports,Namco Bandai Games,0,0,250000,0,250000,,,,,,
"Barbie: Jet, Set & Style!",Wii,2011,Misc,THQ,220000,10000,0,20000,250000,,,,,,
L.A. Noire: The Complete Edition,PC,2011,Adventure,Take-Two Interactive,80000,130000,0,30000,250000,83,28,7.9,903,Rockstar Leeds,M
Dynasty Warriors 6,PS2,2008,Action,Tecmo Koei,120000,90000,0,30000,250000,43,7,5.4,14,"Koei, Omega Force",T
Porky's,2600,1982,Action,20th Century Fox Video Games,230000,10000,0,0,250000,,,,,,
America's Army: Rise of a Soldier,XB,2005,Shooter,Ubisoft,190000,50000,0,10000,250000,70,19,7.4,21,Secret Level,T
Grandia,PS,1999,Role-Playing,Ubisoft,140000,90000,0,20000,250000,89,14,6.6,77,Game Arts,E
Daisy Fuentes Pilates,Wii,2009,Sports,505 Games,170000,60000,0,20000,250000,,,tbd,,Collision Studios,E
F1 2000,PS,2000,Racing,Electronic Arts,140000,90000,0,20000,250000,,,,,,
Pirates of the Caribbean: The Legend of Jack Sparrow,PS2,2006,Adventure,Ubisoft,120000,90000,0,30000,250000,51,32,7.5,13,7 Studios,T
Petz: Crazy Monkeyz,Wii,2008,Simulation,Ubisoft,220000,0,0,20000,250000,,,tbd,,Y's K,E
WRC: World Rally Championship,PS2,2001,Racing,Sony Computer Entertainment,120000,90000,0,30000,250000,,,,,,
Littlest Pet Shop: Country Friends,DS,2009,Simulation,Electronic Arts,230000,0,0,20000,250000,,,tbd,,Electronic Arts,E
"Ed, Edd n Eddy: The Mis-Edventures",GC,2005,Platform,Midway Games,190000,50000,0,10000,250000,55,4,7.9,10,Artificial Mind and Movement,E
Cars: Mater-National Championship,PS2,2007,Racing,THQ,120000,90000,0,30000,250000,67,4,tbd,,Rainbow Studios,E
Armored Core 4,X360,2007,Simulation,505 Games,190000,10000,30000,20000,250000,65,31,7.2,31,From Software,T
Dreamworks Madagascar Kartz,X360,2009,Racing,Activision,140000,90000,0,20000,250000,,,6,4,Sidhe Interactive,E
Dune 2000,PS,1999,Strategy,Electronic Arts,140000,90000,0,20000,250000,,,,,,
Monster Hunter G,Wii,2009,Role-Playing,Capcom,0,0,250000,0,250000,,,,,,
UEFA Euro 2008 Austria-Switzerland,PSP,2008,Sports,Electronic Arts,60000,120000,0,60000,250000,,,,,,
SBK Superbike World Championship,PS3,2008,Racing,Black Bean Games,120000,110000,0,20000,250000,59,7,6.1,8,Milestone S.r.l,E10+
Indiana Jones and the Staff of Kings,DS,2009,Action,Activision,160000,70000,0,20000,250000,50,5,6.8,11,LucasArts,T
X-Men Origins: Wolverine,Wii,2009,Action,Activision,190000,40000,0,20000,250000,53,8,6.1,10,Amaze Entertainment,T
Disgaea 2: Dark Hero Days,PSP,2009,Role-Playing,Nippon Ichi Software,100000,10000,120000,20000,250000,83,33,7.1,47,Nippon Ichi Software,T
Project Overkill,PS,1996,Shooter,Konami Digital Entertainment,140000,90000,0,20000,250000,,,,,,
Jumping Flash! 2,PS,1996,Platform,Sony Computer Entertainment,50000,30000,150000,20000,250000,,,,,,
Nickelodeon Party Blast,GC,2002,Misc,Atari,190000,50000,0,10000,250000,,,tbd,,Data Design Interactive,E
U-Sing: Girls Night,Wii,2010,Misc,Mindscape,0,210000,0,40000,250000,,,,,,
Major League Baseball 2K7,PS3,2007,Sports,Spike,230000,0,0,20000,250000,74,19,4.7,7,Kush Games,E
Final Fantasy XI: Chains of Promathia,PS2,2004,Role-Playing,Square Enix,120000,90000,0,30000,250000,77,13,8,10,Square Enix,T
The Chronicles of Riddick: Assault on Dark Athena,PS3,2009,Shooter,Vivendi Games,120000,90000,0,40000,250000,80,45,7.7,40,Starbreeze,M
Marvel: Ultimate Alliance 2,PSP,2009,Role-Playing,Activision,170000,40000,0,40000,250000,,,tbd,,Savage Entertainment,T
Choro Q2,PS,1997,Racing,Takara,0,0,230000,20000,250000,,,,,,
Teenage Mutant Ninja Turtles: Danger of the Ooze,PS3,2014,Adventure,Activision,110000,90000,0,40000,250000,,,5.9,8,WayForward,E10+
"What Did I Do to Deserve This, My Lord!? 2",PSP,2008,Role-Playing,Nippon Ichi Software,60000,0,180000,10000,250000,,,,,,
X-Men Legends II: Rise of Apocalypse,GC,2005,Role-Playing,Activision,190000,50000,0,10000,250000,82,34,6.2,26,Raven Software,T
Butt Ugly Martians: B.K.M. Battles,GBA,2002,Action,Vivendi Games,180000,70000,0,0,250000,63,6,tbd,,Runecraft,E
Monster Jam: Path of Destruction,PS3,2010,Racing,Activision,210000,20000,0,20000,250000,,,6.3,4,Virtuos,E
TV Superstars,PS3,2010,Misc,Sony Computer Entertainment,70000,120000,0,50000,250000,56,17,4.9,8,SCE Studio Cambridge,E
Family Guy: Back to the Multiverse,X360,2012,Action,Activision,140000,90000,0,20000,250000,39,28,5,51,Heavy Iron Studios,M
Ninja Gaiden 3,X360,2012,Action,Tecmo Koei,160000,50000,30000,20000,250000,58,39,4.4,136,Team Ninja,M
Sorry! / Aggravation / Scrabble Junior,GBA,2005,Misc,Zoo Digital Publishing,180000,70000,0,0,250000,,,,,,
Sid Meier's Civilization VI,PC,2016,Strategy,Take-Two Interactive,90000,130000,0,20000,250000,88,81,7.3,684,Firaxis Games,E10+
The Walking Dead: Season Two,PS4,2014,Adventure,Telltale Games,100000,90000,10000,40000,250000,,,,,,
Create,Wii,2010,Action,Electronic Arts,200000,20000,0,20000,250000,62,7,tbd,,EA Bright Light,E
Sword Art Online: Lost Song,PS4,2015,Role-Playing,Namco Bandai Games,100000,110000,0,40000,250000,63,32,6.3,60,"Bandai Namco Games, Artdink",T
NBA Courtside 2002,GC,2002,Sports,Nintendo,190000,50000,0,10000,250000,71,18,7.4,7,Left Field Productions,E
F1 2015,XOne,2015,Racing,Codemasters,80000,150000,0,20000,250000,64,13,5.3,22,Codemasters,E
Wipeout 2,DS,2011,Misc,Activision,230000,0,0,20000,250000,,,tbd,,Endemol,E
Classic NES Series: Excitebike,GBA,2004,Racing,Nintendo,110000,40000,100000,10000,250000,66,12,tbd,,Nintendo,E
Classic NES Series: Xevious,GBA,2004,Shooter,Nintendo,80000,30000,120000,10000,250000,,,,,,
Avatar: The Last Airbender - Into the Inferno,PS2,2008,Adventure,THQ,120000,90000,0,30000,250000,,,,,,
Sly Cooper: Thieves in Time,PSV,2013,Platform,Sony Computer Entertainment Europe,130000,60000,0,60000,250000,75,15,8.2,148,Sanzaru Games,E10+
Dora the Explorer: Journey to the Purple Planet,PS2,2005,Adventure,Global Star,120000,90000,0,30000,240000,,,7,4,Take-Two Interactive,EC
Tales of Hearts,DS,2008,Role-Playing,Namco Bandai Games,0,0,240000,0,240000,,,,,,
Digimon World: Data Squad,PS2,2006,Role-Playing,Namco Bandai Games,120000,90000,0,30000,240000,43,12,8,20,Bec,E10+
Catz,GBA,2005,Simulation,Ubisoft,180000,60000,0,0,240000,,,7.9,8,MTO,E
Hitman: Absolution,PC,2012,Action,Square Enix,30000,170000,0,40000,240000,79,26,7,1327,"Io Interactive, Nixxes Software",M
Stella Glow,3DS,2015,Role-Playing,Atlus,160000,10000,50000,20000,240000,79,32,8.7,82,"Image Epoch, Imageepoch",T
Racquet Sports,Wii,2010,Sports,Ubisoft,130000,90000,0,20000,240000,51,8,8.6,15,Asobo Studio,E
Jikkyou Powerful Pro Yakyuu 2001,PS,2001,Sports,Konami Digital Entertainment,0,0,230000,20000,240000,,,,,,
Trials Fusion,XOne,2014,Racing,Ubisoft,120000,100000,0,20000,240000,80,28,7.1,158,RedLynx,E10+
That's So Raven: Psychic on the Scene,DS,2006,Adventure,Disney Interactive Studios,230000,0,0,20000,240000,,,tbd,,Handheld Games,E
Far Cry Instincts Predator,X360,2006,Shooter,Ubisoft,200000,30000,0,20000,240000,78,46,6.2,80,Ubisoft Montreal,M
Tongari Boushi to Oshare na Mahou Tsukai,DS,2011,Action,Konami Digital Entertainment,0,0,240000,0,240000,,,,,,
Onechanbara Z2: Chaos,PS4,2014,Action,Nippon Ichi Software,140000,30000,40000,40000,240000,57,40,6.5,72,"Tamsoft, D3Publisher",M
Ben 10 Ultimate Alien: Cosmic Destruction,PS3,2010,Platform,D3Publisher,120000,80000,0,40000,240000,,,8.6,5,Papaya Studios,E10+
Skylanders SWAP Force,3DS,2013,Platform,Activision,100000,120000,0,20000,240000,68,12,6.4,13,n-Space,E10+
Hasbro Family Game Night 3,PS3,2010,Misc,Electronic Arts,180000,40000,0,30000,240000,,,tbd,,Electronic Arts,E
Panzer General,PS,1995,Strategy,Mindscape,140000,90000,0,20000,240000,,,,,,
Gallop Racer (JP),PS,1996,Sports,Tecmo Koei,40000,30000,160000,20000,240000,,,,,,
Cabela's Outdoor Adventures (2009),X360,2009,Sports,Activision Value,230000,0,0,20000,240000,,,7.8,4,FUN Labs,T
Spawn the Eternal,PS,1997,Action,Sony Computer Entertainment,140000,90000,0,20000,240000,,,,,,
Army Men: Sarge's Heroes 2,PS,2000,Shooter,3DO,140000,90000,0,20000,240000,48,8,7.3,7,3DO,T
MLB,PSP,2005,Sports,Sony Computer Entertainment,230000,0,0,20000,240000,80,26,7.9,18,989 Sports,E
Skylanders: SuperChargers,XOne,2015,Action,Activision,170000,50000,0,20000,240000,76,15,5.5,17,Vicarious Visions,E10+
Ys: Memories of Celceta,PSV,2012,Action,Nihon Falcom Corporation,100000,10000,100000,40000,240000,82,56,8.8,237,Falcom,T
Britney's Dance Beat,PS2,2002,Misc,THQ,120000,90000,0,30000,240000,63,20,4.8,20,Metro Graphics,E
Guitar Freaks,PS,1999,Simulation,Konami Digital Entertainment,0,0,230000,20000,240000,,,,,,
World Soccer Winning Eleven 7,PS2,2003,Sports,Konami Digital Entertainment,120000,90000,0,30000,240000,,,,,,
SRS: Street Racing Syndicate,XB,2004,Racing,Namco Bandai Games,180000,50000,0,10000,240000,,,,,,
Namco Tennis Smash Court,PS,1995,Sports,Sony Computer Entertainment,0,0,230000,20000,240000,,,,,,
Vexx,PS2,2003,Platform,Acclaim Entertainment,120000,90000,0,30000,240000,63,20,7.6,11,Acclaim Studios Austin,T
Samurai Warriors 4,PS4,2014,Action,Tecmo Koei,80000,70000,60000,30000,240000,76,31,8.1,74,Omega Force,T
Ace Combat: Assault Horizon Legacy,3DS,2011,Simulation,Namco Bandai Games,100000,60000,80000,10000,240000,71,37,7.8,26,Project Aces,T
Marvel vs. Capcom Origins,PS2,2006,Fighting,Capcom,110000,80000,20000,30000,240000,,,,,,
Pro Yaky? Spirits 2011,PSP,2011,Sports,Konami Digital Entertainment,0,0,240000,0,240000,,,,,,
TimeSplitters: Future Perfect,PS2,2005,Shooter,Electronic Arts,120000,90000,0,30000,240000,84,39,9.1,117,Free Radical Design,M
Dynasty Warriors Next,PSV,2011,Action,Tecmo Koei,50000,60000,110000,20000,240000,67,35,7.5,73,Koei,T
Atelier Meruru: Alchemist of Arland 3,PS3,2011,Role-Playing,Nippon Ichi Software,50000,0,180000,10000,240000,,,,,,
Harvest Moon: Magical Melody,GC,2005,Simulation,Ubisoft,190000,50000,0,10000,240000,83,14,8.9,44,Marvelous,E
Disney Stitch Jam,DS,2009,Misc,Disney Interactive Studios,70000,0,160000,10000,240000,,,tbd,,Cattle Call,E
Genma Onimusha,XB,2002,Action,Capcom,140000,40000,50000,10000,240000,83,27,8.6,10,Capcom,M
DK: King of Swing,GBA,2005,Platform,Nintendo,170000,60000,0,0,240000,70,30,5,6,Paon Corporation,E
